task_id,task_type,machine_model,machine_age_years,operator_id,operator_skill,site_zone,target_volume_tons,weather,ambient_temp_c,ground_saturation_pct,visibility_level,slope_deg,truck_arrival_interval_min,queue_length,cycle_time_sec,payload_tons,engine_load_pct,idle_minutes,task_duration_minutes,fuel_litres,shift_status,data_origin
T-SYN-0219,OVERBURDEN,CAT-349D,5.8,OP1006,MASTER,RAMP_3_SOUTH,1143.0,MUD,16.5,47.2,POOR,0.7,5.6,1,32.3,26.1,87.9,4.6,37.1,17.1,COMPLETED,SYNTHETIC
T-SYN-0220,EXCAVATION,CAT-349D,1.7,OP1024,EXPERT,STOCKPILE_2,653.0,CLEAR,20.2,9.7,EXCELLENT,0.3,4.4,2,25.1,24.3,71.6,4.3,13.7,6.0,COMPLETED,SYNTHETIC
T-SYN-0221,OVERBURDEN,CAT-349D,2.2,OP1016,INTERMEDIATE,STOCKPILE_2,1464.0,OVERCAST,24.0,11.1,GOOD,7.7,4.9,0,29.4,27.0,79.2,7.7,33.7,18.2,COMPLETED,SYNTHETIC
T-SYN-0222,LOADING,CAT-349D,4.4,OP1015,EXPERT,STOCKPILE_2,1461.0,MUD,13.1,54.5,POOR,3.6,6.8,0,32.2,25.6,95.0,5.3,47.4,24.7,IN_PROGRESS,SYNTHETIC
T-SYN-0223,TRENCHING,CAT-349D,3.4,OP1011,EXPERT,BENCH_2_WEST,641.0,RAIN,14.4,34.7,MODERATE,1.2,7.2,2,35.1,29.0,77.9,3.4,20.9,9.6,COMPLETED,SYNTHETIC
T-SYN-0224,GRADING,CAT-D8T,3.0,OP1012,EXPERT,ZONE_4_NORTH,776.0,CLEAR,32.0,13.7,EXCELLENT,2.7,4.6,0,28.6,19.2,69.5,2.2,20.6,7.4,COMPLETED,SYNTHETIC
T-SYN-0225,EXCAVATION,CAT-349D,2.3,OP1007,NOVICE,BENCH_2_WEST,601.0,RAIN,16.0,32.6,MODERATE,2.0,5.0,1,40.3,23.6,82.7,4.7,31.4,17.5,COMPLETED,SYNTHETIC
T-SYN-0226,TRENCHING,CAT-349D,6.8,OP1009,EXPERT,STOCKPILE_2,464.0,MUD,16.0,47.9,POOR,0.5,5.9,2,36.7,23.9,84.4,3.0,21.6,9.9,IN_PROGRESS,SYNTHETIC
T-SYN-0227,GRADING,CAT-D8T,4.5,OP1018,INTERMEDIATE,ZONE_4_NORTH,475.0,RAIN,15.1,24.7,MODERATE,1.4,4.5,1,35.4,15.9,74.8,3.7,27.8,9.8,COMPLETED,SYNTHETIC
T-SYN-0228,TRENCHING,CAT-349D,1.1,OP1022,NOVICE,STOCKPILE_1,934.0,MUD,12.3,39.3,POOR,1.0,4.5,0,48.6,26.1,79.4,8.6,68.7,34.1,IN_PROGRESS,SYNTHETIC
T-SYN-0229,TRENCHING,CAT-349D,5.1,OP1001,INTERMEDIATE,STOCKPILE_1,567.0,RAIN,19.3,28.5,MODERATE,1.2,19.1,3,36.3,22.8,80.0,24.5,45.6,17.2,COMPLETED,SYNTHETIC
T-SYN-0230,TRENCHING,CAT-349D,7.6,OP1009,EXPERT,STOCKPILE_1,851.0,CLEAR,27.2,5.9,EXCELLENT,6.5,4.7,1,29.4,22.7,76.1,5.5,23.5,11.5,COMPLETED,SYNTHETIC
T-SYN-0231,EXCAVATION,CAT-349D,1.6,OP1006,INTERMEDIATE,HAUL_ROAD_EAST,796.0,OVERCAST,21.9,18.7,GOOD,5.8,6.9,2,33.7,27.3,82.2,4.8,23.2,13.2,COMPLETED,SYNTHETIC
T-SYN-0232,LOADING,CAT-349D,4.4,OP1004,EXPERT,STOCKPILE_2,1310.0,RAIN,18.8,37.5,MODERATE,2.1,7.2,0,25.0,28.6,90.9,6.9,25.3,12.4,COMPLETED,SYNTHETIC
T-SYN-0233,TRENCHING,CAT-349D,5.9,OP1020,EXPERT,STOCKPILE_2,454.0,CLEAR,22.3,13.6,EXCELLENT,4.7,4.5,2,31.8,25.2,75.6,4.2,14.3,6.7,COMPLETED,SYNTHETIC
T-SYN-0234,TRENCHING,CAT-349D,6.1,OP1009,INTERMEDIATE,STOCKPILE_1,993.0,CLEAR,23.3,14.3,EXCELLENT,1.1,3.9,0,34.5,24.8,72.4,4.8,31.3,16.4,COMPLETED,SYNTHETIC
T-SYN-0235,LOADING,CAT-349D,5.2,OP1009,MASTER,RAMP_3_SOUTH,1304.0,RAIN,18.9,35.1,MODERATE,6.1,19.3,3,25.1,28.3,92.4,25.2,43.9,16.4,COMPLETED,SYNTHETIC
T-SYN-0236,LOADING,CAT-349D,7.5,OP1013,MASTER,ZONE_4_NORTH,623.0,CLEAR,28.4,7.2,EXCELLENT,1.1,17.2,3,17.4,26.8,83.7,22.9,26.8,7.5,COMPLETED,SYNTHETIC
T-SYN-0237,EXCAVATION,CAT-349D,2.0,OP1013,INTERMEDIATE,BENCH_2_WEST,768.0,CLEAR,21.9,11.7,EXCELLENT,4.0,5.8,2,32.3,26.4,77.3,4.3,21.2,11.4,COMPLETED,SYNTHETIC
T-SYN-0238,TRENCHING,CAT-349D,2.6,OP1020,EXPERT,BENCH_3_UPPER,834.0,RAIN,17.8,31.5,MODERATE,0.1,4.6,0,32.4,22.9,78.1,5.4,30.0,13.7,IN_PROGRESS,SYNTHETIC
T-SYN-0239,TRENCHING,CAT-349D,4.0,OP1002,INTERMEDIATE,STOCKPILE_2,810.0,RAIN,14.2,35.1,MODERATE,2.1,6.1,0,39.0,23.7,80.2,4.5,38.0,19.5,COMPLETED,SYNTHETIC
T-SYN-0240,TRENCHING,CAT-349D,3.7,OP1023,INTERMEDIATE,STOCKPILE_1,663.0,CLEAR,27.2,7.2,EXCELLENT,7.9,3.8,0,35.5,27.0,78.2,7.1,24.3,12.4,IN_PROGRESS,SYNTHETIC
T-SYN-0241,TRENCHING,CAT-349D,4.7,OP1004,INTERMEDIATE,HAUL_ROAD_EAST,472.0,OVERCAST,19.0,12.0,GOOD,0.7,5.1,0,35.5,25.1,70.0,5.6,18.8,8.6,COMPLETED,SYNTHETIC
T-SYN-0242,OVERBURDEN,CAT-349D,5.8,OP1007,INTERMEDIATE,RAMP_3_SOUTH,855.0,CLEAR,31.8,13.5,EXCELLENT,6.4,18.3,4,28.2,27.8,75.6,31.0,44.6,15.2,COMPLETED,SYNTHETIC
T-SYN-0243,TRENCHING,CAT-349D,1.5,OP1011,NOVICE,BENCH_2_WEST,801.0,RAIN,18.2,31.4,MODERATE,2.3,7.0,1,46.5,25.5,80.7,9.1,52.9,28.4,COMPLETED,SYNTHETIC
T-SYN-0244,TRENCHING,CAT-349D,3.5,OP1010,INTERMEDIATE,STOCKPILE_2,920.0,OVERCAST,21.3,14.3,GOOD,0.6,7.2,0,35.5,26.5,73.2,3.6,27.9,15.0,COMPLETED,SYNTHETIC
T-SYN-0245,OVERBURDEN,CAT-349D,4.5,OP1006,INTERMEDIATE,STOCKPILE_2,1249.0,CLEAR,26.0,7.6,EXCELLENT,1.1,3.9,1,24.8,24.7,72.8,3.3,20.6,10.8,COMPLETED,SYNTHETIC
T-SYN-0246,OVERBURDEN,CAT-349D,2.1,OP1021,NOVICE,RAMP_3_SOUTH,1315.0,CLEAR,25.1,14.6,EXCELLENT,9.7,17.5,3,34.5,29.0,85.9,26.3,56.3,28.2,COMPLETED,SYNTHETIC
T-SYN-0247,EXCAVATION,CAT-349D,5.7,OP1023,INTERMEDIATE,STOCKPILE_1,372.0,CLEAR,26.0,6.6,EXCELLENT,2.5,4.1,2,30.4,26.6,76.1,1.8,9.0,4.8,COMPLETED,SYNTHETIC
T-SYN-0248,EXCAVATION,CAT-349D,4.2,OP1009,EXPERT,ZONE_4_NORTH,336.0,OVERCAST,20.6,12.3,GOOD,1.2,5.4,0,28.4,24.9,74.5,1.8,7.8,3.8,COMPLETED,SYNTHETIC
T-SYN-0249,TRENCHING,CAT-349D,2.3,OP1017,NOVICE,ZONE_4_NORTH,614.0,OVERCAST,18.7,11.8,GOOD,3.6,4.5,0,37.8,22.0,72.8,4.0,26.2,14.8,COMPLETED,SYNTHETIC
T-SYN-0250,LOADING,CAT-349D,2.5,OP1005,NOVICE,RAMP_3_SOUTH,1053.0,CLEAR,26.8,10.5,EXCELLENT,3.1,18.9,6,26.3,24.1,86.5,48.3,65.1,23.4,COMPLETED,SYNTHETIC
T-SYN-0251,OVERBURDEN,CAT-349D,5.4,OP1015,EXPERT,STOCKPILE_2,1146.0,MUD,15.1,42.1,POOR,2.2,15.3,5,32.0,25.9,90.7,33.6,65.8,24.7,IN_PROGRESS,SYNTHETIC
T-SYN-0252,GRADING,CAT-D8T,1.5,OP1019,MASTER,STOCKPILE_2,659.0,CLEAR,22.9,7.7,EXCELLENT,3.7,6.2,0,24.4,20.4,73.6,3.1,13.8,4.8,COMPLETED,SYNTHETIC
T-SYN-0253,OVERBURDEN,CAT-349D,3.5,OP1012,EXPERT,RAMP_3_SOUTH,1389.0,RAIN,15.0,32.2,MODERATE,0.3,6.3,2,27.2,26.6,82.3,4.4,29.3,14.3,COMPLETED,SYNTHETIC
T-SYN-0254,EXCAVATION,CAT-349D,0.7,OP1011,INTERMEDIATE,HAUL_ROAD_EAST,437.0,OVERCAST,17.2,14.5,GOOD,1.8,4.7,1,28.4,25.5,73.1,2.0,9.7,4.9,COMPLETED,SYNTHETIC
T-SYN-0255,EXCAVATION,CAT-349D,1.3,OP1014,EXPERT,BENCH_3_UPPER,611.0,CLEAR,22.6,8.2,EXCELLENT,2.0,7.1,1,25.8,24.5,76.0,6.1,15.3,6.6,IN_PROGRESS,SYNTHETIC
T-SYN-0256,EXCAVATION,CAT-349D,5.8,OP1015,EXPERT,RAMP_3_SOUTH,550.0,OVERCAST,18.6,18.3,GOOD,13.6,4.6,2,30.5,24.4,83.0,6.5,18.1,8.7,COMPLETED,SYNTHETIC
T-SYN-0257,GRADING,CAT-D8T,7.2,OP1011,INTERMEDIATE,RAMP_3_SOUTH,754.0,CLEAR,26.2,9.8,EXCELLENT,2.3,6.0,0,30.7,18.2,69.4,5.3,27.0,9.9,IN_PROGRESS,SYNTHETIC
T-SYN-0258,OVERBURDEN,CAT-349D,5.8,OP1016,EXPERT,STOCKPILE_1,855.0,OVERCAST,16.3,13.8,GOOD,0.4,18.6,6,22.8,27.6,79.2,44.9,53.8,15.4,IN_PROGRESS,SYNTHETIC
T-SYN-0259,EXCAVATION,CAT-349D,7.3,OP1017,NOVICE,STOCKPILE_2,498.0,CLEAR,26.3,7.8,EXCELLENT,6.6,4.5,2,35.2,25.7,80.2,7.1,20.4,10.8,COMPLETED,SYNTHETIC
T-SYN-0260,GRADING,CAT-D8T,8.0,OP1018,INTERMEDIATE,BENCH_3_UPPER,749.0,OVERCAST,20.9,19.9,GOOD,6.2,4.0,2,32.7,17.2,77.8,3.6,29.5,12.4,COMPLETED,SYNTHETIC
T-SYN-0261,EXCAVATION,CAT-349D,1.0,OP1006,INTERMEDIATE,ZONE_4_NORTH,560.0,RAIN,17.3,35.7,MODERATE,3.2,20.7,5,38.6,25.4,84.2,39.4,60.6,21.2,COMPLETED,SYNTHETIC
T-SYN-0262,LOADING,CAT-349D,6.1,OP1006,EXPERT,BENCH_2_WEST,957.0,CLEAR,25.4,7.0,EXCELLENT,5.6,4.0,1,20.0,24.8,87.4,6.4,15.0,7.1,COMPLETED,SYNTHETIC
T-SYN-0263,LOADING,CAT-349D,1.9,OP1018,NOVICE,STOCKPILE_1,776.0,CLEAR,22.6,13.7,EXCELLENT,3.8,4.5,2,27.7,28.5,86.7,2.5,14.1,9.3,COMPLETED,SYNTHETIC
T-SYN-0264,EXCAVATION,CAT-349D,3.4,OP1012,EXPERT,STOCKPILE_2,554.0,RAIN,18.7,35.6,MODERATE,4.3,4.6,1,32.4,28.6,84.1,3.4,16.5,7.9,COMPLETED,SYNTHETIC
T-SYN-0265,EXCAVATION,CAT-349D,1.9,OP1001,INTERMEDIATE,BENCH_3_UPPER,440.0,CLEAR,20.4,9.7,EXCELLENT,14.5,7.1,1,32.7,24.2,83.3,4.0,14.8,8.1,IN_PROGRESS,SYNTHETIC
T-SYN-0266,GRADING,CAT-D8T,6.4,OP1013,EXPERT,RAMP_3_SOUTH,321.0,OVERCAST,22.5,18.6,GOOD,2.8,6.9,2,31.6,18.1,69.3,4.7,14.5,4.8,IN_PROGRESS,SYNTHETIC
T-SYN-0267,EXCAVATION,CAT-349D,7.2,OP1022,NOVICE,RAMP_3_SOUTH,333.0,CLEAR,31.9,11.0,EXCELLENT,0.1,17.5,5,33.8,23.0,67.3,37.2,46.4,13.7,COMPLETED,SYNTHETIC
T-SYN-0268,LOADING,CAT-349D,4.0,OP1005,EXPERT,RAMP_3_SOUTH,944.0,CLEAR,20.1,6.3,EXCELLENT,2.3,6.0,0,20.3,25.8,82.4,4.6,13.0,6.2,COMPLETED,SYNTHETIC
T-SYN-0269,OVERBURDEN,CAT-349D,6.4,OP1019,EXPERT,STOCKPILE_1,802.0,RAIN,17.3,32.7,MODERATE,0.3,3.7,0,25.9,27.6,86.0,6.4,19.0,8.4,COMPLETED,SYNTHETIC
T-SYN-0270,EXCAVATION,CAT-349D,4.1,OP1017,EXPERT,ZONE_4_NORTH,364.0,CLEAR,20.3,10.1,EXCELLENT,3.0,17.3,3,24.4,24.6,75.0,27.9,32.8,9.0,COMPLETED,SYNTHETIC
T-SYN-0271,LOADING,CAT-349D,6.7,OP1024,NOVICE,ZONE_4_NORTH,1552.0,RAIN,14.3,36.5,MODERATE,4.0,5.4,1,36.7,25.3,93.9,10.5,63.7,39.6,COMPLETED,SYNTHETIC
T-SYN-0272,GRADING,CAT-D8T,1.4,OP1019,INTERMEDIATE,HAUL_ROAD_EAST,556.0,CLEAR,25.2,7.8,EXCELLENT,0.1,17.5,3,32.3,18.7,66.5,22.4,39.6,11.7,COMPLETED,SYNTHETIC
T-SYN-0273,LOADING,CAT-349D,2.9,OP1006,INTERMEDIATE,STOCKPILE_2,1320.0,RAIN,19.5,28.2,MODERATE,0.8,4.3,0,27.5,25.2,84.2,5.0,30.5,15.9,COMPLETED,SYNTHETIC
T-SYN-0274,EXCAVATION,CAT-349D,6.2,OP1021,NOVICE,BENCH_3_UPPER,534.0,RAIN,18.5,24.3,MODERATE,2.5,7.2,1,37.7,26.5,83.5,2.9,21.4,12.1,IN_PROGRESS,SYNTHETIC
T-SYN-0275,GRADING,CAT-D8T,1.6,OP1023,INTERMEDIATE,BENCH_3_UPPER,452.0,OVERCAST,16.1,10.0,GOOD,3.8,17.7,3,30.6,18.2,67.3,23.1,36.0,10.2,COMPLETED,SYNTHETIC
T-SYN-0276,EXCAVATION,CAT-349D,0.7,OP1020,INTERMEDIATE,RAMP_3_SOUTH,714.0,RAIN,16.2,32.1,MODERATE,3.2,4.7,1,35.2,25.2,81.3,7.1,29.7,14.3,IN_PROGRESS,SYNTHETIC
T-SYN-0277,EXCAVATION,CAT-349D,3.9,OP1012,INTERMEDIATE,STOCKPILE_2,627.0,OVERCAST,16.2,18.4,GOOD,9.0,5.6,0,34.3,23.4,79.2,6.5,24.0,12.6,IN_PROGRESS,SYNTHETIC
T-SYN-0278,TRENCHING,CAT-349D,3.6,OP1006,INTERMEDIATE,RAMP_3_SOUTH,995.0,CLEAR,21.8,6.7,EXCELLENT,5.9,7.1,2,33.6,27.3,69.8,6.1,29.0,14.1,IN_PROGRESS,SYNTHETIC
T-SYN-0279,LOADING,CAT-349D,2.3,OP1011,EXPERT,RAMP_3_SOUTH,1464.0,OVERCAST,21.1,17.9,GOOD,2.0,6.6,0,23.3,25.3,85.3,6.3,23.8,12.6,COMPLETED,SYNTHETIC
T-SYN-0280,OVERBURDEN,CAT-349D,1.3,OP1001,INTERMEDIATE,STOCKPILE_1,619.0,OVERCAST,20.0,18.6,GOOD,3.0,6.0,2,27.4,25.2,79.3,2.8,13.0,7.1,IN_PROGRESS,SYNTHETIC
